899,-1977,160,-7597,-4561,-1478,Shake
-2011,2019,117,-3460,-208,800,Shake
1867,-1977,-218,9746,5767,4206,Shake
485,-1527,-1436,-9744,-6659,-3816,Shake
-1050,312,-597,10746,4282,1054,Shake
574,-1977,922,-4769,-398,2060,Shake
-1526,1983,-331,-6636,-3850,-147,Shake
461,-1977,-698,11394,6476,1283,Shake
-374,-684,-882,-9084,-5007,-1231,Shake
-1354,1745,188,7064,3057,-339,Shake
438,-1977,1043,-4262,-1160,1565,Shake
-2011,1855,-272,-7351,-4179,-379,Shake
543,-1625,-675,13813,7954,1627,Shake
492,-1609,-831,-8248,-6679,-2378,Shake
-1604,839,-769,10080,2872,394,Shake
692,-1977,500,-6788,-449,2395,Shake
-1698,1757,-253,-5893,-3729,-607,Shake
180,-1750,-999,13289,7594,2268,Shake
973,-1559,-851,-10909,-7287,-1784,Shake
-1819,1019,-1065,9909,4138,1645,Shake
860,-1977,793,-3728,-90,1841,Shake
-2011,2019,-1226,-9716,-4931,-1297,Shake
985,-1977,-1894,17361,8378,3165,Shake
203,-1769,-1894,-10417,-7729,-3071,Shake
-1210,726,-964,13684,5005,1292,Shake
731,-1977,-241,-9750,-6126,-33,Shake
-1417,1577,-624,7495,1391,1390,Shake
778,-1977,1434,-5270,1029,2219,Shake
-2011,1519,-1159,-8542,-4737,-105,Shake
1074,-1977,-1784,18157,7956,3054,Shake
676,-1570,-1894,-11716,-7742,-3917,Shake
-1413,581,-1472,16338,5119,1123,Shake
489,-1914,-1620,-12336,-6282,-3395,Shake
-991,847,-1894,16869,5754,1602,Shake
828,-1977,-1003,-10054,-6321,-2633,Shake
-1147,1565,-464,7454,3256,2122,Shake
664,-1977,-718,-10055,-3719,1412,Shake
-1616,2019,223,1868,1032,967,Shake
918,-1977,-308,-5644,878,2401,Shake
-1964,2019,469,-7538,-3642,1326,Shake
1110,-1977,-1421,12029,6703,2809,Shake
-1132,1663,-1101,-9564,-1977,-3295,Shake
1731,-1977,-1190,10070,5165,2944,Shake
-2011,2019,-1210,-7565,-3820,-4579,Shake
1621,-1977,-1140,10379,3089,4235,Shake
-2011,2019,-1335,-8916,-2420,-3018,Shake
1660,-1977,-1019,3892,1232,2906,Shake
-2011,2019,-1319,-4221,-567,190,Shake
1946,-1977,-1214,-10619,-3992,-2300,Shake
180,2019,-1542,10760,5112,4595,Shake
1071,-1977,-1894,-15089,-2138,-4874,Shake
1192,241,-1534,14054,5621,8849,Shake
1985,-172,-1894,-14914,-3393,-11539,Shake
1465,-531,-1894,16764,2842,8631,Shake
55,-31,1023,14,-9,-27,Still
43,-31,1020,11,-11,-28,Still
35,-19,1020,12,-9,-22,Still
16,-94,996,44,298,-19,Still
-4,-78,1008,-45,651,-27,Still
-233,-8,973,-84,687,42,Still
-323,-70,965,-8,510,-72,Still
-409,-82,895,206,285,-5,Still
-448,-43,875,301,259,-12,Still
-479,23,906,317,133,-13,Still
-483,54,926,417,-150,-54,Still
-436,97,941,613,-251,80,Still
-421,300,914,693,-460,114,Still
-261,366,859,553,-543,117,Still
-198,370,859,416,-537,151,Still
-57,495,844,63,-652,96,Still
31,464,887,54,-789,69,Still
129,499,926,150,-654,41,Still
223,523,824,3,-475,171,Still
301,452,820,-168,-428,180,Still
340,448,781,-30,-426,135,Still
430,390,836,-251,-292,231,Still
508,261,852,-578,-419,362,Still
555,171,758,-781,-308,377,Still
621,-23,785,-811,-552,373,Still
692,-180,746,-883,-525,458,Still
723,-355,703,-861,-41,398,Still
653,-492,617,-848,369,365,Still
559,-660,590,-1005,547,478,Still
418,-844,535,-662,991,412,Still
250,-898,496,-390,770,405,Still
71,-937,531,738,1071,675,Still
-50,-707,652,485,1063,634,Still
-393,-711,629,498,831,473,Still
-448,-625,652,710,666,537,Still
-577,-531,688,1040,879,872,Still
-733,-82,621,1071,539,704,Still
-839,38,664,381,286,327,Still
-886,65,582,158,223,197,Still
-862,101,590,173,162,96,Still
-862,85,582,263,70,119,Still
-858,175,539,392,-39,158,Still
-819,265,578,416,-68,53,Still
-850,265,508,365,28,12,Still
-831,288,527,400,-101,28,Still
-815,249,504,480,-145,131,Still
-753,374,504,704,-536,75,Still
-624,390,570,881,-637,-65,Still
-655,476,523,758,-581,53,Still
-546,585,512,738,-698,119,Still
-421,644,609,823,-722,140,Still
-343,780,531,832,-985,149,Still
-214,843,461,579,-937,256,Still
-167,839,391,513,-949,432,Still
-11,886,352,31,-718,504,Still
250,823,527,-123,-702,800,Still
496,749,496,-330,-923,1185,Still
629,694,469,-192,-640,741,Still
789,562,375,-315,-760,780,Still
906,417,348,-330,-645,691,Still
973,257,285,-476,-502,734,Still
992,148,223,-388,-280,552,Still
1016,38,203,-338,-246,483,Still
1008,-39,148,-243,-203,336,Still
1008,-94,125,-182,-72,285,Still
1008,-141,113,-166,-94,243,Still
996,-184,117,-86,-37,53,Still
1008,-203,109,-65,-69,60,Still
1000,-227,99,-77,-85,97,Still
1000,-234,103,-38,47,92,Still
985,-262,121,-156,81,228,Still
969,-309,113,-192,48,272,Still
969,-371,121,-207,84,311,Still
934,-402,106,-247,72,294,Still
926,-492,113,-155,93,220,Still
867,-496,75,-148,155,158,Still
883,-562,99,-146,124,206,Still
840,-559,113,-167,100,213,Still
801,-617,113,-106,58,101,Still
832,-633,103,-91,33,63,Still
789,-641,79,-112,33,86,Still
774,-644,83,-68,104,80,Still
774,-676,99,-43,92,40,Still
766,-687,79,-50,47,54,Still
762,-703,103,-117,27,136,Still
723,-715,95,-123,145,171,Still
707,-734,79,-143,51,176,Still
664,-750,91,-140,170,197,Still
641,-801,52,-153,109,197,Still
606,-809,67,-44,43,83,Still
625,-840,75,-71,83,98,Still
586,-855,56,-98,78,132,Still
551,-871,48,-75,-11,101,Still
535,-871,40,-88,26,102,Still
528,-902,48,-114,20,122,Still
492,-914,24,-125,107,160,Still
481,-926,1,-122,220,243,Still
422,-922,-3,-117,281,323,Still
391,-992,13,-162,312,328,Still
340,-973,-7,-57,41,380,Still
262,-1016,-38,-195,140,300,Still
219,-1016,-65,-213,191,246,Still
176,-1039,-89,-162,148,234,Still
106,-977,-120,-121,280,334,Still
74,-1035,-124,-14,279,239,Still
28,-1047,-93,212,388,391,Still
-65,-1109,-81,50,366,371,Still
-143,-996,-77,166,333,347,Still
-167,-1012,-19,320,392,398,Still
-272,-1023,-22,781,466,591,Still
-366,-980,91,578,362,515,Still
-436,-871,164,441,271,486,Still
-522,-871,195,341,344,392,Still
-557,-816,199,354,344,417,Still
-663,-742,207,180,291,273,Still
-846,-656,125,289,495,559,Still
-839,-602,133,509,391,524,Still
-882,-574,129,740,168,629,Still
-889,-445,184,866,186,663,Still
-983,-246,141,792,216,599,Still
-928,-152,219,569,-9,513,Still
-936,-23,188,686,-268,492,Still
-971,144,246,688,-430,160,Still
-1073,187,67,878,-754,16,Still
-979,226,332,757,-743,31,Still
-944,269,449,518,-344,171,Still
-850,269,488,431,-556,96,Still
-749,276,656,487,-560,58,Still
-589,413,707,486,-761,-101,Still
-569,390,688,621,-901,-78,Still
-487,487,746,480,-664,-60,Still
-389,511,789,424,-662,-26,Still
-323,593,754,501,-680,-7,Still
-206,644,746,378,-897,57,Still
-81,683,703,-57,-1206,217,Still
55,671,766,112,-917,140,Still
196,706,715,-161,-1078,305,Still
352,624,723,-235,-965,453,Still
442,550,668,-347,-773,490,Still
606,460,648,-464,-737,604,Still
746,312,652,-617,-668,670,Still
821,171,531,-557,-599,602,Still
938,23,473,-466,-657,594,Still
946,-47,348,-418,-571,431,Still
969,-148,277,-300,-466,361,Still
981,-266,168,-303,-490,435,Still
973,-344,106,-327,-399,481,Still
903,-394,44,-395,-101,517,Still
848,-519,-46,-347,-123,293,Still
836,-566,-34,-348,-67,284,Still
828,-644,-89,-297,-87,197,Still
817,-676,-108,-284,77,209,Still
785,-723,-132,-352,209,336,Still
692,-711,-136,-400,361,380,Still
688,-793,-132,-678,497,674,Still
602,-852,-151,-512,515,677,Still
531,-879,-159,-418,483,582,Still
442,-914,-179,-496,405,592,Still
360,-910,-276,-193,239,379,Still
344,-961,-276,-66,172,334,Still
289,-941,-202,-178,250,327,Still
235,-965,-249,310,348,564,Still
184,-1086,-163,348,400,745,Still
-11,-988,-140,655,316,788,Still
-116,-1004,5,595,458,762,Still
-272,-996,79,511,499,785,Still
-483,-910,91,500,508,980,Still
-620,-754,152,104,468,494,Still
-710,-820,52,210,577,279,Still
-686,-758,67,367,274,283,Still
-749,-703,113,891,163,660,Still
-792,-527,219,838,134,887,Still
-886,-301,246,644,73,709,Still
-952,-219,234,633,163,744,Still
-979,-78,188,514,85,507,Still
-944,-39,281,364,-85,496,Still
-925,54,356,381,-279,309,Still
-850,241,469,399,-527,222,Still
-901,300,387,678,-869,22,Still
-850,323,457,476,-854,26,Still
-811,284,547,269,-323,229,Still
-757,331,590,366,-581,26,Still
-522,358,793,365,-699,-9,Still
-487,523,746,425,-1127,-49,Still
-374,483,820,229,-880,10,Still
-264,519,820,153,-595,-5,Still
-190,503,863,130,-487,-1,Still
-93,519,836,94,-682,46,Still
31,530,875,267,-555,6,Still
125,562,859,203,-470,35,Still
196,565,816,-2,-696,178,Still
352,511,813,-314,-728,298,Still
485,409,824,-292,-813,483,Still
586,343,777,-112,-462,280,Still
688,292,773,-105,-373,253,Still
723,233,707,-281,-395,378,Still
750,159,660,-184,-369,339,Still
836,89,637,-251,-362,410,Still
887,-16,648,-450,38,421,Still
864,-141,758,-847,465,465,Still
-93,108,1004,52,-16,-14,Still
-89,77,1012,89,-14,-24,Still
-85,46,1008,34,-47,-51,Still
-96,34,984,260,26,-156,Still
-120,46,949,1371,-111,-394,Still
-26,394,785,1151,-636,-323,Still
160,694,852,1579,-634,153,Still
28,991,527,1184,232,235,Still
129,948,500,818,-144,101,Still
164,948,348,488,-126,-22,Still
156,952,316,190,-85,-62,Still
172,948,238,198,-179,-18,Still
141,995,184,249,-206,-4,Still
176,987,180,198,-526,130,Still
301,948,117,117,-730,366,Still
332,948,95,99,-596,391,Still
364,960,13,-6,-417,306,Still
449,937,67,-102,-495,542,Still
477,792,-42,-268,-675,1036,Still
723,737,5,-361,-705,1349,Still
871,573,-61,-475,-537,1307,Still
977,374,-46,-535,-223,1225,Still
1016,175,-15,-838,-49,1491,Still
942,-66,-101,-825,27,1501,Still
934,-402,-26,-713,307,1463,Still
801,-602,-11,-539,989,1204,Still
774,-652,164,-576,1310,909,Still
664,-852,141,-790,1210,872,Still
516,-883,141,-473,1236,517,Still
418,-961,199,-141,846,378,Still
305,-848,231,-33,759,357,Still
246,-1031,207,-205,623,250,Still
184,-1016,223,35,657,227,Still
55,-1027,246,278,760,248,Still
-11,-1000,297,242,560,228,Still
-108,-941,359,423,680,294,Still
-186,-934,402,201,595,210,Still
-167,-1000,445,349,775,339,Still
-405,-898,477,382,719,456,Still
-518,-797,398,86,702,348,Still
-581,-758,316,137,535,353,Still
-667,-703,273,265,441,369,Still
-718,-641,297,461,471,402,Still
-800,-496,246,308,424,381,Still
-803,-469,246,417,390,456,Still
-823,-500,184,578,382,421,Still
-925,-269,121,320,206,362,Still
-991,-187,121,411,120,342,Still
-1011,-129,99,311,12,318,Still
-1073,12,60,293,-286,471,Still
-1065,34,95,678,-712,428,Still
-928,163,340,875,-673,471,Still
-831,276,477,1067,-913,481,Still
-788,405,414,806,-515,648,Still
-608,581,441,1069,-919,685,Still
-444,714,438,1142,-733,702,Still
-401,862,227,1218,-940,601,Still
-307,1132,223,732,-879,462,Still
-182,999,121,155,-802,483,Still
-22,999,223,492,-16,-4,Still
39,1011,250,132,221,-161,Still
8,1007,195,58,200,-330,Still
-38,1073,199,-100,353,-406,Still
-139,1042,313,-756,1413,-673,Still
-421,1073,309,-609,725,-686,Still
-425,894,367,-780,652,-666,Still
-507,753,328,-895,752,-574,Still
-632,542,336,-598,666,-502,Still
-741,519,281,-589,755,-298,Still
-772,429,301,-572,808,-137,Still
-862,468,246,-487,596,-435,Still
-979,386,60,-669,650,-604,Still
-917,292,-15,-804,906,-380,Still
-975,108,-132,-707,757,-671,Still
-1007,50,-300,-291,751,-412,Still
-964,167,-358,-1016,191,-954,Still
-983,-16,-343,-1081,99,-1334,Still
-858,-269,-386,-741,86,-1043,Still
-835,-305,-421,-493,-55,-860,Still
-788,-379,-444,-528,-226,-950,Still
-757,-484,-394,262,-562,-911,Still
-706,-574,-269,975,-892,-995,Still
-675,-785,-85,1016,-436,-599,Still
-608,-816,44,926,-867,-572,Still
-401,-820,195,-58,-901,-938,Still
-159,-1027,207,-336,-1339,-1276,Still
141,-1156,266,1119,-807,-575,Still
328,-988,563,1750,-1155,-532,Still
524,-738,664,827,-1206,-741,Still
680,-535,633,549,-1143,-588,Still
793,-469,566,329,-681,-360,Still
824,-398,473,466,-593,-417,Still
914,-238,469,736,-385,-632,Still
953,-47,422,743,-292,-708,Still
961,144,410,846,-44,-854,Still
903,327,398,800,37,-955,Still
832,526,375,541,222,-732,Still
723,608,336,411,303,-719,Still
699,655,336,162,137,-305,Still
653,726,363,248,361,-545,Still
500,776,320,251,604,-680,Still
367,827,406,196,1098,-739,Still
192,870,398,9,1404,-591,Still
-8,878,398,341,549,-545,Still
-77,921,281,456,221,-103,Still
-22,913,223,560,140,25,Still
-116,1073,145,415,-43,189,Still
-69,1097,180,-84,-142,23,Still
71,882,207,-246,45,-123,Still
20,987,266,-194,361,-36,Still
-77,1007,266,-385,508,-30,Still
-194,980,160,-480,-176,256,Still
114,972,332,-866,-1543,703,Still
395,898,574,-658,-748,-79,Still
285,808,449,-1809,-1036,898,Still
723,370,465,-1410,-2106,1847,Still
879,190,535,-338,-703,928,Still
906,171,402,-82,-541,364,Still
992,89,379,-385,-613,631,Still
1000,-55,356,-777,113,846,Still
895,-262,289,-1082,408,894,Still
781,-531,250,-772,218,661,Still
739,-641,211,-627,102,462,Still
727,-738,172,-147,83,231,Still
742,-785,238,502,236,-385,Still
735,-570,254,1367,90,-1201,Still
922,-277,324,1257,-821,-939,Still
985,-86,371,1066,-351,-954,Still
985,183,352,1147,122,-1224,Still
934,487,414,950,762,-1226,Still
703,706,496,784,1605,-1718,Still
324,831,395,356,1936,-1383,Still
47,776,445,277,1423,-996,Still
-155,796,477,139,677,-546,Still
-237,862,508,-35,574,-362,Still
-370,862,481,-157,908,-182,Still
-436,944,457,-598,1617,-220,Still
-546,741,281,-720,1512,-531,Still
-667,542,195,-653,1108,-683,Still
-741,483,125,-735,956,-486,Still
-803,476,52,-1174,996,-366,Still
-971,507,32,-1065,600,-780,Still
-893,124,-22,-1394,308,-1346,Still
-909,-176,-58,-1515,369,-1196,Still
-940,-199,-81,-980,220,-1060,Still
-909,-320,-269,-886,29,-1171,Still
-831,-480,-241,-410,-336,-925,Still
-764,-617,-210,-384,-318,-984,Still
-667,-672,-253,-719,-85,-1082,Still
-557,-840,-417,-302,-432,-1112,Still
-479,-816,-339,866,-1277,-1332,Still
-190,-894,-65,998,-1597,-1601,Still
-14,-926,172,370,-1159,-660,Still
196,-1023,195,464,-1200,-776,Still
336,-961,223,568,-986,-961,Still
551,-894,246,708,-951,-1032,Still
742,-730,324,877,-684,-1149,Still
860,-527,301,735,-368,-1114,Still
926,-266,281,916,-419,-1149,Still
1004,-109,301,688,-489,-886,Still
1028,26,238,507,-282,-595,Still
1020,171,191,415,22,-638,Still
906,315,109,578,-2,-900,Still
906,480,137,557,47,-952,Still
817,593,141,465,400,-928,Still
692,714,109,388,640,-1053,Still
574,815,141,-85,695,-605,Still
535,894,289,-489,525,-225,Still
434,905,398,-342,1292,-767,Still
254,823,438,198,1514,-1050,Still
-30,882,477,-431,1147,-316,Still
-171,780,469,-162,557,-324,Still
-249,827,559,53,307,-275,Still
-335,964,574,-138,147,-300,Still
-354,800,606,-626,801,-485,Still
-518,628,527,-406,1110,-338,Still
-690,640,445,-548,1459,-89,Still
-772,519,285,-578,1066,-284,Still
-819,374,227,-394,693,-405,Still
-874,331,242,-467,481,-302,Still
-858,370,238,-705,313,-412,Still
-964,308,83,-852,-102,-791,Still
-1053,23,109,-715,-186,-783,Still
-948,-172,266,-846,-181,-986,Still
-1011,-363,156,-797,-156,-885,Still
-749,-383,465,-425,-385,-328,Still
-811,-586,305,-382,-417,-578,Still
-784,-605,316,-105,-885,-482,Still
-624,-641,383,-854,-553,-622,Still
-569,-777,285,-690,-526,-645,Still
-405,-934,227,-166,-947,-713,Still
-147,-894,344,761,-1224,-1194,Still
86,-844,555,1314,-1010,-943,Still
246,-906,715,1396,389,-639,Still
98,-449,840,1481,380,-644,Still
149,-281,926,949,-58,-390,Still
239,-211,984,747,-90,-312,Still
231,-4,996,771,43,-475,Still
184,108,973,664,119,-351,Still
16,206,883,97,238,-72,Still
35,38,1027,20,-106,1,Still
43,65,1027,29,-58,-52,Still
94,73,1273,-215,1777,-10,Still
-280,20,910,-364,2272,-65,Still
-698,-74,660,-450,1752,-43,Still
-889,-70,496,-318,1002,106,Still
-870,-98,387,-105,209,85,Still
-944,-59,383,141,-745,-83,Still
-936,-70,516,296,-1132,-243,Still
-428,-74,711,336,-2044,485,Still
-57,85,1238,123,-1524,-118,Still
39,30,1184,160,-35,-213,Still
4,16,1094,86,783,-137,Still
-147,12,1008,-272,1306,-4,Still
-413,23,859,-263,1099,91,Still
-522,23,840,-224,956,-17,Still
-776,-16,621,-186,737,-88,Still
-854,-62,449,-186,178,10,Still
-831,-59,574,-32,-514,60,Still
-624,-90,789,-57,-625,76,Still
-487,-59,789,-141,-532,167,Still
-530,-43,742,11,-1036,29,Still
-335,30,863,376,-1654,-342,Still
-34,34,1070,235,-1334,-502,Still
168,26,1227,54,107,-200,Still
-4,30,1066,-86,1485,-44,Still
-343,20,906,-303,1925,4,Still
-585,8,621,-338,1325,-41,Still
-893,-39,469,-228,726,90,Still
-823,-102,379,-264,293,110,Still
-854,-35,438,-81,-404,-5,Still
-702,-125,481,294,-1367,-62,Still
-432,-125,738,459,-2001,-55,Still
-96,38,1000,240,-1953,-46,Still
